AUTHID,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
0bfa3d952ffed50f25011b128e73a820,2.8,1.6,3.65,3.25,4.15,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
1ece40ac9b657dea8c22a1fe58d3a6fe,3.5,1.75,4.75,3,4.25,n,n,y,n,y
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y
